Mod:Item:MetaData, Localized Name
ThermalFoundation:tool.sickleSilver, Silver Sickle
ThermalFoundation:tool.bowSilver, Silver Reinforced Bow
ThermalFoundation:armor.helmetLead, Lead Helmet
ThermalFoundation:armor.plateLead, Lead Chestplate
ThermalFoundation:armor.legsLead, Lead Leggings
ThermalFoundation:armor.bootsLead, Lead Boots
ThermalFoundation:tool.swordLead, Lead Sword
ThermalFoundation:tool.shovelLead, Lead Shovel
ThermalFoundation:tool.pickaxeLead, Lead Pickaxe
ThermalFoundation:tool.axeLead, Lead Axe
ThermalFoundation:tool.hoeLead, Lead Hoe
ThermalFoundation:tool.shearsLead, Lead Shears
ThermalFoundation:tool.fishingRodLead, Lead Fishing Rod
ThermalFoundation:tool.sickleLead, Lead Sickle
ThermalFoundation:tool.bowLead, Lead Reinforced Bow
ThermalFoundation:armor.helmetNickel, Ferrous Helmet
ThermalFoundation:armor.plateNickel, Ferrous Chestplate
ThermalFoundation:armor.legsNickel, Ferrous Leggings
ThermalFoundation:armor.bootsNickel, Ferrous Boots
ThermalFoundation:tool.swordNickel, Ferrous Sword
ThermalFoundation:tool.shovelNickel, Ferrous Shovel
ThermalFoundation:tool.pickaxeNickel, Ferrous Pickaxe
ThermalFoundation:tool.axeNickel, Ferrous Axe
ThermalFoundation:tool.hoeNickel, Ferrous Hoe
ThermalFoundation:tool.shearsNickel, Ferrous Shears
ThermalFoundation:tool.fishingRodNickel, Ferrous Fishing Rod
ThermalFoundation:tool.sickleNickel, Ferrous Sickle
ThermalFoundation:tool.bowNickel, Ferrous Reinforced Bow
ThermalFoundation:armor.helmetElectrum, Electrum Helmet
ThermalFoundation:armor.plateElectrum, Electrum Chestplate
ThermalFoundation:armor.legsElectrum, Electrum Leggings
ThermalFoundation:armor.bootsElectrum, Electrum Boots
ThermalFoundation:tool.swordElectrum, Electrum Sword
ThermalFoundation:tool.shovelElectrum, Electrum Shovel
ThermalFoundation:tool.pickaxeElectrum, Electrum Pickaxe
ThermalFoundation:tool.axeElectrum, Electrum Axe
ThermalFoundation:tool.hoeElectrum, Electrum Hoe
ThermalFoundation:tool.shearsElectrum, Electrum Shears
ThermalFoundation:tool.fishingRodElectrum, Electrum Fishing Rod
ThermalFoundation:tool.sickleElectrum, Electrum Sickle
ThermalFoundation:tool.bowElectrum, Electrum Reinforced Bow
ThermalFoundation:armor.helmetInvar, Invar Helmet
ThermalFoundation:armor.plateInvar, Invar Chestplate
ThermalFoundation:armor.legsInvar, Invar Leggings
ThermalFoundation:armor.bootsInvar, Invar Boots
ThermalFoundation:tool.swordInvar, Invar Sword
ThermalFoundation:tool.shovelInvar, Invar Shovel
ThermalFoundation:tool.pickaxeInvar, Invar Pickaxe
ThermalFoundation:tool.axeInvar, Invar Axe
ThermalFoundation:tool.hoeInvar, Invar Hoe
ThermalFoundation:tool.shearsInvar, Invar Shears
ThermalFoundation:tool.fishingRodInvar, Invar Fishing Rod
ThermalFoundation:tool.sickleInvar, Invar Sickle
ThermalFoundation:tool.bowInvar, Invar Reinforced Bow
ThermalFoundation:armor.helmetBronze, Bronze Helmet
ThermalFoundation:armor.plateBronze, Bronze Chestplate
ThermalFoundation:armor.legsBronze, Bronze Leggings
ThermalFoundation:armor.bootsBronze, Bronze Boots
ThermalFoundation:tool.swordBronze, Bronze Sword
ThermalFoundation:tool.shovelBronze, Bronze Shovel
ThermalFoundation:tool.pickaxeBronze, Bronze Pickaxe
ThermalFoundation:tool.axeBronze, Bronze Axe
ThermalFoundation:tool.hoeBronze, Bronze Hoe
ThermalFoundation:tool.shearsBronze, Bronze Shears
ThermalFoundation:tool.fishingRodBronze, Bronze Fishing Rod
ThermalFoundation:tool.sickleBronze, Bronze Sickle
ThermalFoundation:tool.bowBronze, Bronze Reinforced Bow
ThermalFoundation:armor.helmetPlatinum, Shiny Helmet
ThermalFoundation:armor.platePlatinum, Shiny Chestplate
ThermalFoundation:armor.legsPlatinum, Shiny Leggings
ThermalFoundation:armor.bootsPlatinum, Shiny Boots
ThermalFoundation:tool.swordPlatinum, Shiny Sword
ThermalFoundation:tool.shovelPlatinum, Shiny Shovel
ThermalFoundation:tool.pickaxePlatinum, Shiny Pickaxe
ThermalFoundation:tool.axePlatinum, Shiny Axe
ThermalFoundation:tool.hoePlatinum, Shiny Hoe
ThermalFoundation:tool.shearsPlatinum, Shiny Shears
ThermalFoundation:tool.fishingRodPlatinum, Shiny Fishing Rod
ThermalFoundation:tool.sicklePlatinum, Shiny Sickle
ThermalFoundation:tool.bowPlatinum, Shiny Reinforced Bow
ThermalExpansion:wrench:0, Crescent Hammer
ThermalExpansion:tool.battleWrenchInvar, BattleWrench
ThermalExpansion:igniter, item.thermalexpansion.tool.name
ThermalExpansion:chiller, item.thermalexpansion.tool.name
ThermalExpansion:pump, item.thermalexpansion.tool.name
ThermalExpansion:transfuser, item.thermalexpansion.tool.name
ThermalExpansion:capacitor:0, Creative Flux Capacitor
ThermalExpansion:capacitor:1, Tuberous Flux Capacitor
ThermalExpansion:capacitor:2, Leadstone Flux Capacitor
ThermalExpansion:capacitor:2, Leadstone Flux Capacitor
ThermalExpansion:capacitor:3, Hardened Flux Capacitor
ThermalExpansion:capacitor:3, Hardened Flux Capacitor
ThermalExpansion:capacitor:4, Redstone Flux Capacitor
ThermalExpansion:capacitor:4, Redstone Flux Capacitor
ThermalExpansion:capacitor:5, Resonant Flux Capacitor
ThermalExpansion:capacitor:5, Resonant Flux Capacitor
ThermalExpansion:satchel:0, Creative Satchel
ThermalExpansion:satchel:1, Satchel
ThermalExpansion:satchel:2, Hardened Satchel
ThermalExpansion:satchel:3, Reinforced Satchel
ThermalExpansion:satchel:4, Resonant Satchel
ThermalExpansion:florb:0, Invalid Item (Destroy) (Empty§r)
ThermalExpansion:florb:1, Invalid Item (Destroy) (Empty§r)
BigReactors:BRIngot:0, Yellorium Ingot
BigReactors:BRIngot:1, Cyanite Ingot
BigReactors:BRIngot:2, Graphite Bar
BigReactors:BRIngot:3, Blutonium Ingot
BigReactors:BRIngot:4, Yellorium Dust
BigReactors:BRIngot:5, Cyanite Dust
BigReactors:BRIngot:6, Graphite Dust
BigReactors:BRIngot:7, Blutonium Dust
BigReactors:BRIngot:8, Ludicrite Ingot
BigReactors:BRIngot:9, Ludicrite Dust
BigReactors:bucketYellorium, Fluid Yellorium Bucket
BigReactors:bucketCyanite, Fluid Cyanite Bucket
BigReactors:BRDebugTool, BeefTronic™ Diagnostics Tool
AWWayofTime:weakBloodOrb, Weak Blood Orb
AWWayofTime:apprenticeBloodOrb, Apprentice Blood Orb
AWWayofTime:magicianBloodOrb, Magician's Blood Orb
AWWayofTime:energyBlaster, Energy Blaster
AWWayofTime:energySword, Bound Blade
AWWayofTime:lavaCrystal, Lava Crystal
AWWayofTime:waterSigil, Water Sigil
AWWayofTime:lavaSigil, Lava Sigil
AWWayofTime:voidSigil, Void Sigil
AWWayofTime:blankSlate, Blank Slate
AWWayofTime:reinforcedSlate, Reinforced Slate
AWWayofTime:sacrificialKnife, Sacrificial Knife
AWWayofTime:daggerOfSacrifice, Dagger of Sacrifice
AWWayofTime:airSigil, Air Sigil
AWWayofTime:sigilOfTheFastMiner, Sigil of the Fast Miner
AWWayofTime:sigilOfElementalAffinity, Sigil of Elemental Affinity
AWWayofTime:sigilOfHaste, Sigil of Haste
AWWayofTime:sigilOfHolding, Sigil of Holding
AWWayofTime:divinationSigil, Divination Sigil
AWWayofTime:waterScribeTool, Elemental Inscription Tool: Water
AWWayofTime:fireScribeTool, Elemental Inscription Tool: Fire
AWWayofTime:earthScribeTool, Elemental Inscription Tool: Earth
AWWayofTime:airScribeTool, Elemental Inscription Tool: Air
AWWayofTime:activationCrystal:0, Weak Activation Crystal
AWWayofTime:activationCrystal:1, Awakened Activation Crystal
AWWayofTime:activationCrystal:2, Creative Activation Crystal
AWWayofTime:boundPickaxe, Bound Pickaxe
AWWayofTime:boundAxe, Bound Axe
AWWayofTime:boundShovel, Bound Shovel
AWWayofTime:boundHelmet, Bound Helmet
AWWayofTime:boundPlate, Bound Plate
AWWayofTime:boundLeggings, Bound Leggings
AWWayofTime:boundBoots, Bound Boots
AWWayofTime:weakBloodShard, Weak Blood Shard
AWWayofTime:growthSigil, Sigil of the Green Grove
AWWayofTime:blankSpell, Unbound Crystal
AWWayofTime:masterBloodOrb, Master Blood Orb
AWWayofTime:alchemyFlask, Potion Flask
AWWayofTime:standardBindingAgent, Standard Binding Agent
AWWayofTime:mundanePowerCatalyst, Mundane Power Catalyst
AWWayofTime:averagePowerCatalyst, Average Power Catalyst
AWWayofTime:greaterPowerCatalyst, Greater Power Catalyst
AWWayofTime:mundaneLengtheningCatalyst, Mundane Lengthening Catalyst
AWWayofTime:averageLengtheningCatalyst, Average Lengthening Catalyst
AWWayofTime:greaterLengtheningCatalyst, Greater Lengthening Catalyst
AWWayofTime:incendium, Incendium
AWWayofTime:magicales, Magicales
AWWayofTime:sanctus, Sanctus
AWWayofTime:aether, Aether
AWWayofTime:simpleCatalyst, Simple Catalyst
AWWayofTime:crepitous, Crepitous
AWWayofTime:crystallos, Crystallos
AWWayofTime:terrae, Terrae
AWWayofTime:aquasalus, Aquasalus
AWWayofTime:tennebrae, Tenebrae
AWWayofTime:demonBloodShard, Demon Blood Shard
AWWayofTime:archmageBloodOrb, Archmage's Blood Orb
AWWayofTime:transcendentBloodOrb, Transcendent Blood Orb
AWWayofTime:sigilOfWind, Sigil of the Whirlwind
AWWayofTime:telepositionFocus, Teleposition Focus
AWWayofTime:enhancedTelepositionFocus, Enhanced Teleposition Focus
AWWayofTime:reinforcedTelepositionFocus, Reinforced Teleposition Focus
AWWayofTime:demonicTelepositionFocus, Demonic Teleposition Focus
AWWayofTime:imbuedSlate, Imbued Slate
AWWayofTime:demonicSlate, Demonic Slate
AWWayofTime:duskScribeTool, Elemental Inscription Tool: Dusk
AWWayofTime:sigilOfTheBridge, Sigil of the Phantom Bridge
AWWayofTime:armourInhibitor, Armour Inhibitor
AWWayofTime:creativeFiller, Orb of Testing
AWWayofTime:demonPlacer:0, Demon Crystal
AWWayofTime:creativeDagger, Creative Sacrificial Knife
AWWayofTime:weakFillingAgent, Weak Filling Agent
AWWayofTime:standardFillingAgent, Standard Filling Agent
AWWayofTime:enhancedFillingAgent, Enhanced Filling Agent
AWWayofTime:weakBindingAgent, Weak Binding Agent
AWWayofTime:itemRitualDiviner:0, Ritual Diviner
AWWayofTime:itemRitualDiviner:1, Ritual Diviner
AWWayofTime:itemRitualDiviner:2, Ritual Diviner
AWWayofTime:sigilOfMagnetism, Sigil of Magnetism
AWWayofTime:itemKeyOfDiablo:0, Key of Binding
AWWayofTime:itemKeyOfDiablo:0, Key of Binding
AWWayofTime:energyBazooka, Energy Bazooka
AWWayofTime:itemBloodLightSigil, Sigil of the Blood Lamp
AWWayofTime:itemComplexSpellCrystal, Complex Spell Crystal
AWWayofTime:sigilOfSupression, Sigil of Supression
AWWayofTime:sigilOfEnderSeverance, Sigil of Ender Severance
AWWayofTime:fluidSigil, 
AWWayofTime:seerSigil, Sigil of Sight
AWWayofTime:customTool, Dynamic Mace
AWWayofTime:bucketLife, Bucket of Life
AWWayofTime:itemCombinationalCatalyst, Combinational Catalyst
AWWayofTime:itemAttunedCrystal:0, Alchemic Router
AWWayofTime:itemTankSegmenter:0, Alchemic Segmenter
AWWayofTime:itemDestinationClearer, Alchemic Cleanser
AWWayofTime:bloodMagicBaseItems:0, Quartz Rod
AWWayofTime:bloodMagicBaseItems:1, Empty Core
AWWayofTime:bloodMagicBaseItems:2, Magicales Cable
AWWayofTime:bloodMagicBaseItems:3, Wooden Brace
AWWayofTime:bloodMagicBaseItems:4, Stone Brace
AWWayofTime:bloodMagicBaseItems:5, Projectile Core
AWWayofTime:bloodMagicBaseItems:6, Self Core
AWWayofTime:bloodMagicBaseItems:7, Melee Core
AWWayofTime:bloodMagicBaseItems:8, Paradigm Plate
AWWayofTime:bloodMagicBaseItems:9, Output Spell Cable
AWWayofTime:bloodMagicBaseItems:10, Fire Core
AWWayofTime:bloodMagicBaseItems:11, Icy Core
AWWayofTime:bloodMagicBaseItems:12, Gusty Core
AWWayofTime:bloodMagicBaseItems:13, Earthen Core
AWWayofTime:bloodMagicBaseItems:14, Input Spell Cable
AWWayofTime:bloodMagicBaseItems:15, Cracked Runic Plate
AWWayofTime:bloodMagicBaseItems:16, Runic Plate
AWWayofTime:bloodMagicBaseItems:17, Imbued Runic Plate
AWWayofTime:bloodMagicBaseItems:18, Unattuned Core
AWWayofTime:bloodMagicBaseItems:19, Offensive Core
AWWayofTime:bloodMagicBaseItems:20, Defensive Core
AWWayofTime:bloodMagicBaseItems:21, Environmental Core
AWWayofTime:bloodMagicBaseItems:22, Power Core
AWWayofTime:bloodMagicBaseItems:23, Reduction Core
AWWayofTime:bloodMagicBaseItems:24, Potency Core
AWWayofTime:bloodMagicBaseItems:25, Obsidian Brace
AWWayofTime:bloodMagicBaseItems:26, Tool Core
AWWayofTime:bloodMagicBaseItems:27, Ethereal Slate
AWWayofTime:bloodMagicBaseItems:28, Life Shard
AWWayofTime:bloodMagicBaseItems:29, Soul Shard
AWWayofTime:bloodMagicBaseItems:30, Soul Runic Plate
AWWayofTime:bloodMagicBaseItems:31, Living Brace
AWWayofTime:bloodMagicBaseItems:32, Ender Shard
AWWayofTime:bloodMagicBaseAlchemyItems:0, Offensa
AWWayofTime:bloodMagicBaseAlchemyItems:1, Praesidium
AWWayofTime:bloodMagicBaseAlchemyItems:2, Orbis Terrae
AWWayofTime:bloodMagicBaseAlchemyItems:3, Strengthened Catalyst
AWWayofTime:bloodMagicBaseAlchemyItems:4, Concentrated Catalyst
AWWayofTime:bloodMagicBaseAlchemyItems:5, Fractured Bone
AWWayofTime:bloodMagicBaseAlchemyItems:6, Virtus
AWWayofTime:bloodMagicBaseAlchemyItems:7, Reductus
AWWayofTime:bloodMagicBaseAlchemyItems:8, Potentia
AWWayofTime:dawnScribeTool, Elemental Inscription Tool: Dawn
AWWayofTime:itemBloodPack, Blood Letter's Pack
AWWayofTime:itemHarvestSigil, Harvest Goddess Sigil
AWWayofTime:itemCompressionSigil, Sigil of Compression
AWWayofTime:itemAssassinSigil, Sigil of the Assassin
AWWayofTime:boundHelmetWater, Water Omega Helmet
AWWayofTime:boundPlateWater, Water Omega Plate
AWWayofTime:boundLeggingsWater, Water Omega Leggings
AWWayofTime:boundBootsWater, Water Omega Boots
AWWayofTime:boundHelmetEarth, Earth Omega Helmet
AWWayofTime:boundPlateEarth, Earth Omega Plate
AWWayofTime:boundLeggingsEarth, Earth Omega Leggings
AWWayofTime:boundBootsEarth, Earth Omega Boots
AWWayofTime:boundHelmetWind, Wind Omega Helmet
AWWayofTime:boundPlateWind, Wind Omega Plate
AWWayofTime:boundLeggingsWind, Wind Omega Leggings
AWWayofTime:boundBootsWind, Wind Omega Boots
AWWayofTime:boundHelmetFire, Fire Omega Helmet
AWWayofTime:boundPlateFire, Fire Omega Plate
AWWayofTime:boundLeggingsFire, Fire Omega Leggings
AWWayofTime:boundBootsFire, Fire Omega Boots
AWWayofTime:inputRoutingFocus, Input Routing Focus
AWWayofTime:outputRoutingFocus, item.outputRoutingFocus.name
AWWayofTime:bloodMagicIncenseItem:0, Wood Ash
AWWayofTime:bloodMagicIncenseItem:1, Byrrus
AWWayofTime:bloodMagicIncenseItem:2, Livens
AWWayofTime:bloodMagicIncenseItem:3, Viridis
AWWayofTime:bloodMagicIncenseItem:4, Purpura
AWWayofTime:ritualDismantler, Ritual Dismantler
Thaumcraft:WandCasting:0, Iron Capped Wooden Wand
Thaumcraft:WandCasting:9, Gold Banded Greatwood Wand
Thaumcraft:WandCasting:54, Thaumium Bossed Silverwood Wand
Thaumcraft:WandCasting:128, Thaumium Bossed Silverwood Scepter
Thaumcraft:WandCap:0, Iron Cap
Thaumcraft:WandCap:1, Gold Cap
Thaumcraft:WandCap:2, Charged Thaumium Cap
Thaumcraft:WandCap:6, Inert Thaumium Cap
Thaumcraft:WandCap:7, Charged Void metal Cap
Thaumcraft:WandCap:8, Inert Void metal Cap
Thaumcraft:WandRod:0, Greatwood Rod
Thaumcraft:WandRod:1, Obsidian Rod
Thaumcraft:WandRod:2, Silverwood Rod
Thaumcraft:WandRod:3, Icy Rod
Thaumcraft:WandRod:4, Quartz Rod
Thaumcraft:WandRod:5, Reed Rod
Thaumcraft:WandRod:6, Blazing Rod
Thaumcraft:WandRod:7, Bone Rod
Thaumcraft:WandRod:50, Greatwood Staff Core
Thaumcraft:WandRod:51, Obsidian Staff Core
Thaumcraft:WandRod:52, Silverwood Staff Core
Thaumcraft:WandRod:53, Icy Staff Core
Thaumcraft:WandRod:54, Quartz Staff Core
Thaumcraft:WandRod:55, Reed Staff Core
Thaumcraft:WandRod:56, Blazing Staff Core
Thaumcraft:WandRod:57, Bone Staff Core
Thaumcraft:WandRod:100, Staff Core of the Primal
Thaumcraft:FocusPouch, Focus Pouch
Thaumcraft:FocusFire, Wand Focus: Fire
Thaumcraft:FocusShock, Wand Focus: Shock
Thaumcraft:FocusHellbat, Wand Focus: Nine Hells
Thaumcraft:FocusFrost, Wand Focus: Frost
Thaumcraft:FocusTrade, Wand Focus: Equal Trade 
Thaumcraft:FocusExcavation, Wand Focus: Excavation
Thaumcraft:FocusPortableHole, Wand Focus: Portable Hole
Thaumcraft:FocusPech, Wand Focus: Pech's Curse
Thaumcraft:FocusWarding, Wand Focus: Warding
Thaumcraft:FocusPrimal, Wand Focus: Primal
Thaumcraft:ItemEssence:0, Glass Phial
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemManaBean:0, Mana Bean
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemResource:0, Alumentum
Thaumcraft:ItemResource:1, Nitor
Thaumcraft:ItemResource:2, Thaumium Ingot
Thaumcraft:ItemResource:3, Quicksilver
Thaumcraft:ItemResource:4, Magic Tallow
Thaumcraft:ItemResource:6, Amber
Thaumcraft:ItemResource:7, Enchanted Fabric
Thaumcraft:ItemResource:8, Vis Filter
Thaumcraft:ItemResource:9, Knowledge Fragment
Thaumcraft:ItemResource:10, Mirrored Glass
Thaumcraft:ItemResource:11, Tainted Goo
Thaumcraft:ItemResource:12, Taint Tendril
Thaumcraft:ItemResource:13, Jar Label
Thaumcraft:ItemResource:14, Salis Mundus
Thaumcraft:ItemResource:15, Primal Charm
Thaumcraft:ItemResource:16, Void metal Ingot
Thaumcraft:ItemResource:17, Void Seed
Thaumcraft:ItemResource:18, Gold Coin
Thaumcraft:ItemShard:0, Air Shard
Thaumcraft:ItemShard:1, Fire Shard
Thaumcraft:ItemShard:2, Water Shard
Thaumcraft:ItemShard:3, Earth Shard
Thaumcraft:ItemShard:4, Order Shard
Thaumcraft:ItemShard:5, Entropy Shard
Thaumcraft:ItemShard:6, Balanced Shard
Thaumcraft:ItemResearchNotes:0, Research Notes
Thaumcraft:ItemInkwell, Scribing Tools
Thaumcraft:ItemThaumonomicon:0, Thaumonomicon
Thaumcraft:ItemThaumometer, Thaumometer
Thaumcraft:ItemGoggles, Goggles of Revealing
Thaumcraft:ItemHelmetThaumium, Thaumium Helm
Thaumcraft:ItemChestplateThaumium, Thaumium Chestplate
Thaumcraft:ItemLeggingsThaumium, Thaumium Leggings
Thaumcraft:ItemBootsThaumium, Thaumium Boots
Thaumcraft:ItemShovelThaumium, Thaumium Shovel
Thaumcraft:ItemPickThaumium, Thaumium Pickaxe
Thaumcraft:ItemAxeThaumium, Thaumium Axe
Thaumcraft:ItemSwordThaumium, Thaumium Sword
Thaumcraft:ItemHoeThaumium, Thaumium Hoe
Thaumcraft:ItemArcaneDoor, Arcane Door
Thaumcraft:ItemNugget:0, Iron Nugget
Thaumcraft:ItemNugget:5, Quicksilver Drop
Thaumcraft:ItemNugget:21, Native Cinnabar Cluster
Thaumcraft:ItemNugget:6, Thaumium Nugget
Thaumcraft:ItemNugget:7, Void metal Nugget
Thaumcraft:ItemNugget:16, Native Iron Cluster
Thaumcraft:ItemNugget:31, Native Gold Cluster
Thaumcraft:BootsTraveller, Boots of the Traveler
Thaumcraft:ItemNuggetChicken, Chicken Nugget
Thaumcraft:ItemNuggetBeef, Beef Nugget
Thaumcraft:ItemNuggetPork, Pork Nugget
Thaumcraft:ItemNuggetFish, Fish Nugget
Thaumcraft:TripleMeatTreat, Triple Meat Treat
Thaumcraft:ItemSwordElemental, Sword of the Zephyr
Thaumcraft:ItemShovelElemental, Shovel of the Earthmover
Thaumcraft:ItemPickaxeElemental, Pickaxe of the Core
Thaumcraft:ItemAxeElemental, Axe of the Stream
Thaumcraft:ItemHoeElemental, Hoe of Growth
Thaumcraft:ItemChestplateRobe, Thaumaturge's Robe
Thaumcraft:ItemLeggingsRobe, Thaumaturge's Leggings
Thaumcraft:ItemBootsRobe, Thaumaturge's Boots
Thaumcraft:ArcaneDoorKey:0, Iron Arcane Key
Thaumcraft:ArcaneDoorKey:1, Gold Arcane Key
Thaumcraft:HandMirror, Magic Hand Mirror
Thaumcraft:HoverHarness, Thaumostatic Harness
Thaumcraft:BlockJarFilledItem, Jar of Essentia
Thaumcraft:BlockJarNodeItem, Node in a Jar
Thaumcraft:TrunkSpawner:0, Traveling Trunk
Thaumcraft:ItemGolemPlacer:0, Straw Golem
Thaumcraft:ItemGolemPlacer:1, Wood Golem
Thaumcraft:ItemGolemPlacer:2, Tallow Golem
Thaumcraft:ItemGolemPlacer:3, Clay Golem
Thaumcraft:ItemGolemPlacer:4, Flesh Golem
Thaumcraft:ItemGolemPlacer:5, Stone Golem
Thaumcraft:ItemGolemPlacer:6, Iron Golem
Thaumcraft:ItemGolemPlacer:7, Thaumium Golem
Thaumcraft:ItemGolemCore:100, Golem Animation Core
Thaumcraft:ItemGolemCore:0, Golem Animation Core
Thaumcraft:ItemGolemCore:1, Golem Animation Core
Thaumcraft:ItemGolemCore:2, Golem Animation Core
Thaumcraft:ItemGolemCore:3, Golem Animation Core
Thaumcraft:ItemGolemCore:4, Golem Animation Core
Thaumcraft:ItemGolemCore:5, Golem Animation Core
Thaumcraft:ItemGolemCore:6, Golem Animation Core
Thaumcraft:ItemGolemCore:7, Golem Animation Core
Thaumcraft:ItemGolemCore:8, Golem Animation Core
Thaumcraft:ItemGolemCore:9, Golem Animation Core
Thaumcraft:ItemGolemCore:10, Golem Animation Core
Thaumcraft:ItemGolemCore:11, Golem Animation Core
Thaumcraft:ItemGolemUpgrade:0, Golem Upgrade: Air
Thaumcraft:ItemGolemUpgrade:1, Golem Upgrade: Earth
Thaumcraft:ItemGolemUpgrade:2, Golem Upgrade: Fire
Thaumcraft:ItemGolemUpgrade:3, Golem Upgrade: Water
